cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
hn,Honduras,,16.40,,17.00,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Describen la importancia del uso y manejo de las fuentes de energía como un recurso básico para el desarrollo del ser humano.,"Centroamérica, México y el Caribe"
hn,Honduras,,26.90,,29.00,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,Describen las principales funciones y cuidados de los órganos que forman el sistema nervioso central.,"Centroamérica, México y el Caribe"
hn,Honduras,,17.90,,10.00,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Determinan las características del ecosistema bosque y las áreas naturales protegidas de Honduras.,"Centroamérica, México y el Caribe"
hn,Honduras,,9.00,,11.00,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,"Identifican las propiedades de la luz, sonido y fenómenos lumínicos.","Centroamérica, México y el Caribe"
hn,Honduras,,6.00,,5.00,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,Describen las propiedades y características de la estructura de la materia.,"Centroamérica, México y el Caribe"
hn,Honduras,,9.00,,15.00,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Describen el origen del sistema solar, mencionando las características de los planetas y la luna.","Centroamérica, México y el Caribe"
hn,Honduras,,14.90,,14.00,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Describen las características y funciones de los organelos celulares.,"Centroamérica, México y el Caribe"
hn,Honduras,0.00,6.45,2.00,5.00,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,"Cuidan que las descripciones tengan las características de: precisión concisión, coherencia y claridad","Centroamérica, México y el Caribe"
hn,Honduras,11.31,4.30,31.00,28.00,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Escriben el diálogo que les haya gustado más, haciendo uso de los signos de puntuación que han aprendido","Analizan en la redacción de sus textos, casos especiales de acentuación que se presenten en diptongo, hiato y el uso del acento diacrítico","Centroamérica, México y el Caribe"
hn,Honduras,31.39,37.63,24.00,25.00,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Renarran por escrito cómo inician, cómo siguen y cómo terminan cuentos y fábulas leídos por sí mismos y/o por su maestro(a). Los ilustran","Narran por escrito cuentos, leyendas y fábulas, cuidando de construir un texto coherente en su secuencia de inicio, nudo y el desenlace, el narrador/a, lo(a)s personajes, el tiempo y el lugar","Centroamérica, México y el Caribe"
hn,Honduras,20.80,2.15,19.00,20.00,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Eligen una de las historietas, con apoyo de su maestro(a) que sea adecuada, para reflexionar sobre la oración y sus partes. Su autor(a) la escribe en la pizarra",Comentan en equipo la importancia de la concordancia del sujeto y el del predicado en número y persona,"Centroamérica, México y el Caribe"
hn,Honduras,36.50,49.46,23.00,22.00,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisan y corrigen, intercambian los borradores entre equipos para recibir comentarios de sus compañeros (as), y maestro(a) deciden si agregan información que ellos les han sugerido (…)","Organizan, desarrollan y expresan sus ideas antes de redactar textos de estructura enunciativa. Para apoyarse en esta fase hacen uso de estrategias como: conversación previa con los demás miembros del equipo o del grado, lluvia de ideas o el uso de organizadores gráficos de ideas","Centroamérica, México y el Caribe"
hn,Honduras,15.71,15.03,23.00,25.00,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Leen los artículos y comentan de qué tratan, dónde, cuándo y cómo sucedieron los hechos (…)",Reconocen y valoran información literal e inferencias en sus lecturas,"Centroamérica, México y el Caribe"
hn,Honduras,12.86,2.61,13.00,4.00,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.","Leen cada una de las palabras, luego las separan en sílabas. Ubican la última, penúltima y antepenúltima sílaba de dichas palabras y aprenden su nombre. Finalmente encierran en un circulito la sílaba tónica","Atienden al sistema entonacional (tono e inflexión de voz y acento), articulación e inflexión de la voz en la lectura significativa de textos orales","Centroamérica, México y el Caribe"
hn,Honduras,32.86,35.95,35.00,39.00,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Identifican qué partes tiene este tipo de texto (materiales, serie de instrucciones)","Reconocen tanto la estructura externa como interna de diferentes tipos de textos (literarios e informativos), que les permite conocerlos y clasificarlos","Centroamérica, México y el Caribe"
hn,Honduras,28.57,28.10,24.00,26.00,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Seleccionan algunos artículos de interés para ellos a partir de lo que sugiere el título, la ilustración y la sesión en que aparecen, escriben sus hipótesis en la pizarra","Demuestran su comprensión lectora al subrayar y sintetizar las ideas principales de los textos que leen, usando diferentes estrategias como: fichas de resumen, de cita textual, de comentario personal, de resumen parafraseado","Centroamérica, México y el Caribe"
hn,Honduras,10.00,18.30,5.00,6.00,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Leen el cuento y escuchan su lectura por parte de su maestro(a). Lo comentan, mientras su maestro(a) escribe sus opiniones en la pizarra",Evalúan y emiten juicios críticos sobre las ideas expuestas en los libros que leen,"Centroamérica, México y el Caribe"
hn,Honduras,8.50,0.00,7.00,5.00,1,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Construyen gráficas sencillas (pictogramas) con información de situaciones de su entorno.,No hay ejemplos en el currículo de este país.,"Centroamérica, México y el Caribe"
hn,Honduras,31.90,20.00,22.00,20.00,1,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Clasificación de ángulos recto, agudo y obtuso.","Establecen las diferencias y analogías entre prismas, pirámides, conos, cilindros y esferas.","Centroamérica, México y el Caribe"
hn,Honduras,31.90,20.00,25.00,20.00,1,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Longitud: Comparación de longitudes de objetos con las unidades oficiales, usando la regla y la cinta métrica.",Usan las unidades del Sistema Métrico Decimal correspondiente a volúmenes para resolver problemas de la vida real.,"Centroamérica, México y el Caribe"
hn,Honduras,27.70,60.00,42.00,51.00,1,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Desarrollan el concepto de la división como “estar contenido en”.,Resuelven ejercicios de la vida real que involucran la multiplicación y división de números decimales.,"Centroamérica, México y el Caribe"
