cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
cu,0,2,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,"Distinguir y emplear las conjunciones y (e), ni, o (u), sino, pero, mas (6° grado)."
cu,32,36,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",Familiarizarse con anécdotas e instrucciones (3° grado).,"Reconocer en forma práctica, noticias, avisos, historietas y chistes (6° grado)."
cu,30,45,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Demostrar la comprensión de lo leído en forma oral y escrita, en silencio, al explicar el significado de algunas palabras y oraciones, al responder a preguntas sobre el contenido del texto, al hallar palabras y expresiones que se refieran a personajes y a las acciones que estos realizan, al establecer relaciones entre las ilustraciones y el contenido de las lecturas (3° grado).",Reconocer las ideas esenciales en párrafos y fragmentos leídos (6° grado).
cu,5,9,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",,
cu,27,9,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Continuar prestando atención a la pronunciación correcta de todo tipo de palabras, y en especial, a aquellas con complejidades como mn, cc, diptongos y a las que presenten sílabas inversas y mixtas terminadas en s, r, l, d (3° grado).","Ejercitación de habilidades logradas con relación a la corrección, fluidez, expresividad y comprensión de la lectura (6° grado)."
cu,5,0,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Valorar la conducta de los personajes de la lectura (3° grado,No hay ejemplos en el currículo de este país.
cu,,2,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Movimientos de la naturaleza; fuentes y tipos de energía; transformaciones de energía, uso por el hombre."
cu,,30,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Sistema digestivo: concepto, modelamiento, alimentación."
cu,,5,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Argumentar la importancia de las plantas con flores en la naturaleza y en la vida del hombre.
cu,,10,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,
cu,,0,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
cu,,38,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Explicar la diversidad y la unidad como características de los organismos.
cu,,15,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Relieve continental y submarino: localización en esfera geográfica y mapa, montañas, llanuras."
ec,5,9,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Organizar y representar datos estadísticos relativos a su entorno en tablas de frecuencias en función de explicar e interpretar conclusiones y asumir compromisos.,"Analizar y representar, en tablas de frecuencias, diagramas de barra, circulares y poligonales, datos discretos recolectados en el entorno e información publicada en medios de comunicación."
ec,17,15,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Reconocer y diferenciar los elementos y propiedades de cubos, pirámides de base cuadrada y prismas rectangulares en objetos del entorno y/o modelos geométricos. <br> (3° grado)","Construir, con el uso de una regla y un compás, triángulos, paralelogramos y trapecios, fijando medidas de lados y/o ángulos. <br> (6° grado)"
ec,27,17,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.",Realizar conversiones simples de medidas de capacidad del litro a sus submúltiplos. <br> (3° grado),"Comparar el kilogramo, el gramo y la libra con las medidas de masa de la localidad, a partir de experiencias concretas y del uso de instrumentos de medida."
ec,34,58,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Establecer relaciones de secuencia y de orden en un conjunto de números naturales de hasta cuatro cifras, utilizando material concreto y simbología matemática (=, <, >,). <br> (3° grado)","Aplicar las propiedades de la multiplicación en el cálculo escrito y mental, y la resolución de ejercicios y problemas. <br> (6° grado)"
ec,17,1,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Describir y reproducir patrones de objetos y figuras basándose en sus atributos.,"Generar sucesiones con sumas, restas, multiplicaciones y divisiones, con números naturales, a partir de ejercicios numéricos o problemas sencillos."
ec,27,32,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Aplicar progresivamente las reglas de escritura mediante la reflexión fonológica en la escritura ortográfica de fonemas que tienen dos y tres representaciones gráficas, la letra que representa los sonidos /ks/: “x”, la letra que no tiene sonido: “h” y la letra “w” que tiene escaso uso en castellano (3° grado).",Comunicar ideas con eficiencia a partir de la aplicación de las reglas de uso de las letras y de la tilde (6° grado).
ec,46,32,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Aplicar estrategias de pensamiento (ampliación de ideas, secuencia lógica, selección, ordenación y jerarquización de ideas, uso de organizadores gráficos, entre otras) en la escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos y acontecimientos de interés, y en las descripciones de objetos, animales, lugares y personas, durante la autoevaluación de sus escritos (3° grado).","Autorregular la producción escrita mediante el uso habitual del procedimiento de planificación, redacción y revisión del texto (6° grado)."
ec,9,10,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Desarrollar progresivamente autonomía y calidad en el proceso de escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos, acontecimientos de interés y descripciones de objetos, animales, lugares y personas (…) (3° grado).","Integrar relatos, descripciones, exposiciones e instrucciones en diferentes tipos de texto producidos con una intención comunicativa y en un contexto determinado (6° grado)."
